school_name,state,level,ownership,student_count,teacher_count,latitude,longitude,ward_code,address,status
Lovespring Nursery and Primary School,AD,Primary,Private,,,9.305889,12.486284,ADSGRE08,"Lovespring Nursery and Primary School, AD State, Nigeria",Unknown
Markazi Tahfizul Quran Islamiya,AD,Primary,Private,,,9.905869,11.931931,ADSGUY07,"Markazi Tahfizul Quran Islamiya, AD State, Nigeria",Unknown
Sabon Yaro Academy,AD,Primary,Private,,,9.29973,12.480465,ADSGRE08,"Sabon Yaro Academy, AD State, Nigeria",Unknown
Arewa Achievers Academy,AD,Primary,Private,,,9.19109,12.5171,ADSYLA06,"Arewa Achievers Academy, AD State, Nigeria",Unknown
IPX Nation Wide,AD,Secondary,Private,,,10.445458,13.216235,ADSHNG12,"IPX Nation Wide, AD State, Nigeria",Unknown
Legacy International Children Mission Nursery and Primary School,AD,Primary,Private,,,9.4606681,12.0326108,ADSNUM06,"Legacy International Children Mission Nursery and Primary School, AD State, Nigeria",Unknown
IBN Masud Islamic Foundation Senior Secondary School,AD,Secondary,Private,,,9.062753,12.066062,ADSMWA08,"IBN Masud Islamic Foundation Senior Secondary School, AD State, Nigeria",Unknown
Inproved Futute Academy Njebjeba,AD,Primary,Private,,,10.1474486,12.4772376,ADSGMB03,"Inproved Futute Academy Njebjeba, AD State, Nigeria",Unknown
Prowest Pimary and Nursery School,AD,Primary,Private,,,10.419714,13.398186,ADSMUB07,"Prowest Pimary and Nursery School, AD State, Nigeria",Unknown
Kauna Baptist Nursery School,AD,Primary,Private,,,9.243551,12.423458,ADSYLN06,"Kauna Baptist Nursery School, AD State, Nigeria",Unknown
Darul Arqam Islamic Academy,AD,Primary,Private,,,9.220912,12.649998,ADSFUR03,"Darul Arqam Islamic Academy, AD State, Nigeria",Unknown
Nurul Islam Islamiya Nursery and Primary School,AD,Primary,Private,,,9.285548,12.433916,ADSYLN09,"Nurul Islam Islamiya Nursery and Primary School, AD State, Nigeria",Unknown
Kauna Baptist Primary School,AD,Primary,Private,,,9.243275,12.423512,ADSYLN06,"Kauna Baptist Primary School, AD State, Nigeria",Unknown
Shillon Primary School Shillon,AD,Primary,Private,,,9.802977,12.410844,ADSSNG02,"Shillon Primary School Shillon, AD State, Nigeria",Unknown
Divine Favour Nursery and Primary School,AD,Primary,Private,,,10.226665,12.919889,ADSHNG11,"Divine Favour Nursery and Primary School, AD State, Nigeria",Unknown
Good Success Nursery and Primary School,AD,Primary,Private,,,8.452479,12.052983,ADSGAN03,"Good Success Nursery and Primary School, AD State, Nigeria",Unknown
Play and Learn Nursery School,AD,Primary,Private,,,9.237448,12.447136,ADSYLN06,"Play and Learn Nursery School, AD State, Nigeria",Unknown
Aliyu Mustafas Academy,AD,Secondary,Private,,,9.272189,12.444399,ADSYLN08,"Aliyu Mustafas Academy, AD State, Nigeria",Unknown
Al Mansur Memorial Academy Mayo Belwa Street Limawa,AD,Primary,Private,,,9.2830117,12.463684,ADSYLN07,"Al Mansur Memorial Academy Mayo Belwa Street Limawa, AD State, Nigeria",Unknown
Nafan Academy,AD,Secondary,Private,,,9.2864324,12.4292068,ADSYLN05,"Nafan Academy, AD State, Nigeria",Unknown
Excellent Nursery and Primary School Chediya,AD,Primary,Private,,,9.2728538,12.6533238,ADSFUR08,"Excellent Nursery and Primary School Chediya, AD State, Nigeria",Unknown
El Kanemi College Junior Secondary School,AD,Secondary,Private,,,9.208564,12.465468,ADSYLA03,"El Kanemi College Junior Secondary School, AD State, Nigeria",Unknown
Imam Ahmad Academy Nursery and Primary School,AD,Primary,Private,,,9.286716,12.453014,ADSYLN10,"Imam Ahmad Academy Nursery and Primary School, AD State, Nigeria",Unknown
Integrity Schools International,AD,Primary,Private,,,9.2821515,12.4392257,ADSYLN09,"Integrity Schools International, AD State, Nigeria",Unknown
Rabirul Rashid Academy Nursery School Yola Town,AD,Primary,Private,,,9.211312,12.482071,ADSYLA04,"Rabirul Rashid Academy Nursery School Yola Town, AD State, Nigeria",Unknown
Ang Dio Yola Adamu Sanda Secondary School,AD,Secondary,Private,,,8.446962,12.054903,ADSGAN03,"Ang Dio Yola Adamu Sanda Secondary School, AD State, Nigeria",Unknown
Advanced Women Literacy Primary School,AD,Primary,Private,,,9.205995,12.490617,ADSYLA10,"Advanced Women Literacy Primary School, AD State, Nigeria",Unknown
Excellent Academy Nursery Tinde,AD,Primary,Private,,,9.812211,12.318743,ADSSNG01,"Excellent Academy Nursery Tinde, AD State, Nigeria",Unknown
Abti Nursery and Primary School,AD,Primary,Private,,,9.198745,12.499621,ADSYLA01,"Abti Nursery and Primary School, AD State, Nigeria",Unknown
Dahiru Mondiva Nursery and Primary School,AD,Primary,Private,,,10.270035,13.27394,ADSMUB04,"Dahiru Mondiva Nursery and Primary School, AD State, Nigeria",Unknown
CK Light of Life School,AD,Primary,Private,,,9.262047,12.444463,ADSYLN06,"CK Light of Life School, AD State, Nigeria",Unknown
IBN Masud Islamic Foundation Primary School,AD,Primary,Private,,,9.071673,12.066818,ADSMWA08,"IBN Masud Islamic Foundation Primary School, AD State, Nigeria",Unknown
St James Nursery and Primary School,AD,Primary,Private,,,10.171273,12.974417,ADSHNG11,"St James Nursery and Primary School, AD State, Nigeria",Unknown
Poli Academy,AD,Secondary,Private,,,9.272351,12.388342,ADSYLA08,"Poli Academy, AD State, Nigeria",Unknown
Private Success International School,AD,Primary,Private,,,9.266257,12.441417,ADSYLN06,"Private Success International School, AD State, Nigeria",Open
LCCN Nursery and Primary School,AD,Primary,Private,,,10.3651784,12.8643609,ADSHNG03,"LCCN Nursery and Primary School, AD State, Nigeria",Unknown
Axios Science Academy,AD,Secondary,Private,,,10.249135,13.255508,ADSGYL06,"Axios Science Academy, AD State, Nigeria",Unknown
Nurulhuda Farang Primary School,AD,Primary,Private,,,9.579368,12.915446,ADSFUR02,"Nurulhuda Farang Primary School, AD State, Nigeria",Unknown
Nurul Islam Junior Secondary School,AD,Secondary,Private,,,10.2716271,13.2606371,ADSMUB11,"Nurul Islam Junior Secondary School, AD State, Nigeria",Unknown
Usumaniyya Collage For Arabic and Islamic Education Demsawo,AD,Secondary,Private,,,9.2832269,12.4366182,ADSYLN09,"Usumaniyya Collage For Arabic and Islamic Education Demsawo, AD State, Nigeria",Unknown
Wuro Hausa Royal Academy,AD,Secondary,Private,,,9.2051813,12.4989473,ADSYLA01,"Wuro Hausa Royal Academy, AD State, Nigeria",Unknown
Mautway Nursery and Primary School,AD,Primary,Private,,,9.346479,12.507655,ADSGRE04,"Mautway Nursery and Primary School, AD State, Nigeria",Unknown
St Patricks Primary Scool,AD,Primary,Private,,,9.460951,12.029824,ADSNUM06,"St Patricks Primary Scool, AD State, Nigeria",Unknown
Federal Government College Staff Secondary School,AD,Secondary,Private,,,8.461519,12.053846,ADSGAN04,"Federal Government College Staff Secondary School, AD State, Nigeria",Unknown
Lutheran Church of Christ Nursery and Primary School,AD,Primary,Private,,,9.185092,12.473935,ADSYLA03,"Lutheran Church of Christ Nursery and Primary School, AD State, Nigeria",Unknown
Emmanuel Standard Junior Secondary School,AD,Secondary,Private,,,9.193838,12.475623,ADSYLA03,"Emmanuel Standard Junior Secondary School, AD State, Nigeria",Unknown
Chiroma Ahmad Academy,AD,Secondary,Private,,,9.199861,12.478561,ADSYLA07,"Chiroma Ahmad Academy, AD State, Nigeria",Unknown
St Patricks Cri Kojoli,AD,Primary,Private,,,8.568274,12.377132,ADSJAD11,"St Patricks Cri Kojoli, AD State, Nigeria",Unknown
LCCN Nursery and Primary School,AD,Primary,Private,,,10.2493196,13.021898,ADSHNG01,"LCCN Nursery and Primary School, AD State, Nigeria",Unknown
Eyn Academy,AD,Primary,Private,,,10.163512,12.734066,ADSGMB07,"Eyn Academy, AD State, Nigeria",Unknown
St Marys Junior Secondary School,AD,Secondary,Private,,,9.193996,12.480142,ADSYLA03,"St Marys Junior Secondary School, AD State, Nigeria",Unknown
Jala Islam Nursery and Primary School,AD,Primary,Private,,,9.221819,12.645016,ADSFUR03,"Jala Islam Nursery and Primary School, AD State, Nigeria",Unknown
El Yas Foundation Nursery Primary and Secondary School,AD,Mixed,Private,,,9.2831398,12.4368493,ADSYLN09,"El Yas Foundation Nursery Primary and Secondary School, AD State, Nigeria",Unknown
Salem Royal Nursery and Primary Dumne,AD,Primary,Private,,,9.785836,12.400244,ADSSNG02,"Salem Royal Nursery and Primary Dumne, AD State, Nigeria",Unknown
Brightwell Nursery and Primary School,AD,Primary,Private,,,10.249887,13.024243,ADSHNG01,"Brightwell Nursery and Primary School, AD State, Nigeria",Unknown
Moone Academy Nursery and Primary School,AD,Primary,Private,,,9.210211,12.446605,ADSYLA03,"Moone Academy Nursery and Primary School, AD State, Nigeria",Unknown
Blessed Nursery and Primary School Sabon Gari Sangere,AD,Primary,Private,,,9.336565,12.509584,ADSGRE04,"Blessed Nursery and Primary School Sabon Gari Sangere, AD State, Nigeria",Unknown
Lutheran Church of Christ Nigerian Nursery School Balio,AD,Primary,Private,,,9.312913,11.802138,ADSDSA08,"Lutheran Church of Christ Nigerian Nursery School Balio, AD State, Nigeria",Unknown
Blessed Nursery and Primary School,AD,Primary,Private,,,9.279446,12.436925,ADSYLN09,"Blessed Nursery and Primary School, AD State, Nigeria",Unknown
Lutheran Church of Christ Primary School,AD,Primary,Private,,,9.201008,12.484378,ADSYLA10,"Lutheran Church of Christ Primary School, AD State, Nigeria",Unknown
Jamaatu Nasril Islam Islamiya Primary School,AD,Primary,Private,,,9.280417,12.452491,ADSYLN11,"Jamaatu Nasril Islam Islamiya Primary School, AD State, Nigeria",Unknown
Wovi Nursery and Primary School Pakka,AD,Primary,Private,,,10.114282,13.218536,ADSMAH07,"Wovi Nursery and Primary School Pakka, AD State, Nigeria",Unknown
Kindom Heritage Model School Jimeta,AD,Primary,Private,,,9.271065,12.44357,ADSYLN08,"Kindom Heritage Model School Jimeta, AD State, Nigeria",Unknown
Tajweedul Quran Nursery and Primary School,AD,Primary,Private,,,9.46335,12.034717,ADSNUM09,"Tajweedul Quran Nursery and Primary School, AD State, Nigeria",Unknown
Divine Academy,AD,Primary,Private,,,9.307808,12.462298,ADSGRE02,"Divine Academy, AD State, Nigeria",Unknown
Ebenezer Baptist School,AD,Primary,Private,,,9.280695,12.430928,ADSYLN09,"Ebenezer Baptist School, AD State, Nigeria",Unknown
Illiya Kwaya Memorial Primary School,AD,Primary,Private,,,9.235572,12.447516,ADSYLN06,"Illiya Kwaya Memorial Primary School, AD State, Nigeria",Unknown
Savannah Sugar High Junior Secondary School,AD,Secondary,Private,,,9.592953,11.919538,ADSLMR02,"Savannah Sugar High Junior Secondary School, AD State, Nigeria",Unknown
Rubi Academy Nursery and Primary School Sabongari Uyange,AD,Primary,Private,,,9.0663581,11.8426568,ADSMWA01,"Rubi Academy Nursery and Primary School Sabongari Uyange, AD State, Nigeria",Unknown
Police Chidren School,AD,Primary,Private,,,9.1951428,12.520275,ADSYLA06,"Police Chidren School, AD State, Nigeria",Unknown
Redemption Nursery and Primary,AD,Primary,Private,,,9.286369,12.437888,ADSYLN09,"Redemption Nursery and Primary, AD State, Nigeria",Unknown
Precious Academy Nursery and Primary School,AD,Primary,Private,,,9.286978,12.423635,ADSYLN05,"Precious Academy Nursery and Primary School, AD State, Nigeria",Unknown
Bible College Primary and Secondary School,AD,Mixed,Private,,,8.584591,12.13451,ADSJAD10,"Bible College Primary and Secondary School, AD State, Nigeria",Unknown
Manga Chenji Primary School,AD,Primary,Private,,,10.2686245,13.2684252,ADSMUB09,"Manga Chenji Primary School, AD State, Nigeria",Unknown
Bumtaren Nursery School,AD,Primary,Private,,,8.119304,12.036772,ADSTNG08,"Bumtaren Nursery School, AD State, Nigeria",Unknown
Nupul Islam Isamiya,AD,Primary,Private,,,9.30329,12.466602,ADSGRE02,"Nupul Islam Isamiya, AD State, Nigeria",Unknown
Divine Favour,AD,Primary,Private,,,9.259765,12.39323,ADSYLA08,"Divine Favour, AD State, Nigeria",Unknown
Darul Ulum Islamic Academy Primary School Yola Town,AD,Primary,Private,,,9.21632,12.478443,ADSYLA05,"Darul Ulum Islamic Academy Primary School Yola Town, AD State, Nigeria",Unknown
Assemblies of God Junior Secondary School,AD,Secondary,Private,,,9.270682,12.447559,ADSYLN08,"Assemblies of God Junior Secondary School, AD State, Nigeria",Unknown
Bible Heritage Primary,AD,Primary,Private,,,9.300329,12.480865,ADSGRE08,"Bible Heritage Primary, AD State, Nigeria",Unknown
Royal Future Academy Nursery and Primary,AD,Primary,Private,,,8.435767,12.074889,ADSGAN04,"Royal Future Academy Nursery and Primary, AD State, Nigeria",Unknown
Fountain of Life Primary School,AD,Primary,Private,,,9.89185,12.01696,ADSSHG09,"Fountain of Life Primary School, AD State, Nigeria",Unknown
Ahmadu Ribadu College,AD,Secondary,Private,,,9.19509,12.481485,ADSYLA03,"Ahmadu Ribadu College, AD State, Nigeria",Open
Pandrah International Primary School,AD,Primary,Private,,,9.293351,12.494368,ADSGRE08,"Pandrah International Primary School, AD State, Nigeria",Unknown
Sharp Brain Junior Secondary School,AD,Secondary,Private,,,9.29227,12.2499,ADSYLA09,"Sharp Brain Junior Secondary School, AD State, Nigeria",Unknown
Gimba Road,AD,Primary,Private,,,9.271311,12.4576905,ADSYLN01,"Gimba Road, AD State, Nigeria",Unknown
Solid Foundation Academy Shelleng,AD,Primary,Private,,,9.888802,12.014854,ADSSHG09,"Solid Foundation Academy Shelleng, AD State, Nigeria",Unknown
Emmanuel Standard Primary,AD,Primary,Private,,,9.193988,12.475282,ADSYLA03,"Emmanuel Standard Primary, AD State, Nigeria",Unknown
Future Star Academy,AD,Primary,Private,,,9.259157,12.399911,ADSYLA08,"Future Star Academy, AD State, Nigeria",Unknown
Air Force Nursery and Primary School,AD,Primary,Private,,,9.268634,12.4368,ADSYLN06,"Air Force Nursery and Primary School, AD State, Nigeria",Unknown
St Joseph College,AD,Secondary,Private,,,8.758732,12.143887,ADSJAD02,"St Joseph College, AD State, Nigeria",Unknown
Victory Nursery and Primary School,AD,Primary,Private,,,10.246522,13.0189125,ADSHNG01,"Victory Nursery and Primary School, AD State, Nigeria",Unknown
Yazif International School,AD,Primary,Private,,,9.209861,12.455861,ADSYLA03,"Yazif International School, AD State, Nigeria",Unknown
Darul Ulum Primary School,AD,Primary,Private,,,9.320264,12.478483,ADSGRE02,"Darul Ulum Primary School, AD State, Nigeria",Unknown
Lilly Model Primary School,AD,Primary,Private,,,9.27194,12.466574,ADSYLN04,"Lilly Model Primary School, AD State, Nigeria",Unknown
Suleiman Ribadu Acadamy,AD,Primary,Private,,,9.199591,12.473947,ADSYLA02,"Suleiman Ribadu Acadamy, AD State, Nigeria",Unknown
Hajia Salamatu Yuguda,AD,Primary,Private,,,10.157204,12.744243,ADSGMB07,"Hajia Salamatu Yuguda, AD State, Nigeria",Unknown
Zamaki Accademy,AD,Secondary,Private,,,9.3277628,12.4704432,ADSGRE02,"Zamaki Accademy, AD State, Nigeria",Unknown
Greater Future Academic,AD,Primary,Private,,,10.147264,12.740955,ADSGMB07,"Greater Future Academic, AD State, Nigeria",Unknown
Remi Education Fundation Junior Secondary School,AD,Secondary,Private,,,9.188176,12.484947,ADSYLA03,"Remi Education Fundation Junior Secondary School, AD State, Nigeria",Unknown
Bilasi Pre Primary School,AD,Primary,Private,,,9.9948299,11.8987223,ADSGUY02,"Bilasi Pre Primary School, AD State, Nigeria",Unknown
Nicolas Barre College,AD,Secondary,Private,,,8.434877,12.033216,ADSGAN07,"Nicolas Barre College, AD State, Nigeria",Unknown
Barul Nade Academy,AD,Primary,Private,,,8.119099,12.048494,ADSTNG08,"Barul Nade Academy, AD State, Nigeria",Unknown
Model Islamiya School,AD,Secondary,Private,,,8.440188,12.051584,ADSGAN03,"Model Islamiya School, AD State, Nigeria",Unknown
Usman Bin ATQ Islamia,AD,Primary,Private,,,9.207859,12.440341,ADSYLA03,"Usman Bin ATQ Islamia, AD State, Nigeria",Unknown
Gida Rimi Nursery and Primary School,AD,Primary,Private,,,9.318458,11.815486,ADSDSA08,"Gida Rimi Nursery and Primary School, AD State, Nigeria",Unknown
Wash Tongue Academy,AD,Primary,Private,,,10.3655991,12.8600021,ADSHNG03,"Wash Tongue Academy, AD State, Nigeria",Unknown
Biyama Nursery and Primary School,AD,Primary,Private,,,10.237106,12.949826,ADSHNG10,"Biyama Nursery and Primary School, AD State, Nigeria",Unknown
Lutheran Church of Christ Nigeria Number 3 Shagari Phase II,AD,Primary,Private,,,9.189009,12.470459,ADSYLA03,"Lutheran Church of Christ Nigeria Number 3 Shagari Phase II, AD State, Nigeria",Unknown
Bodes Islamiya Primary School,AD,Primary,Private,,,10.063765,13.184534,ADSMAH06,"Bodes Islamiya Primary School, AD State, Nigeria",Unknown
El Shaddai Junior Secondary School,AD,Secondary,Private,,,9.2624258,12.4442137,ADSYLN06,"El Shaddai Junior Secondary School, AD State, Nigeria",Unknown
Bunmat Learning Field,AD,Primary,Private,,,9.241141,12.449678,ADSYLN06,"Bunmat Learning Field, AD State, Nigeria",Unknown
Luther Nursery and Primary School,AD,Primary,Private,,,9.461196,12.025392,ADSNUM06,"Luther Nursery and Primary School, AD State, Nigeria",Unknown
Haske Baptist Primary School,AD,Primary,Private,,,9.21088,12.470065,ADSYLA05,"Haske Baptist Primary School, AD State, Nigeria",Unknown
Morning Star Nursery and Primary School,AD,Primary,Private,,,9.579307,11.759201,ADSLMR08,"Morning Star Nursery and Primary School, AD State, Nigeria",Unknown
Lutheran Church of Christ Nigeria Tagombali,AD,Primary,Private,,,9.333444,11.837883,ADSDSA08,"Lutheran Church of Christ Nigeria Tagombali, AD State, Nigeria",Unknown
Semen International Nursery and Primary School,AD,Primary,Private,,,8.432896,12.071444,ADSGAN04,"Semen International Nursery and Primary School, AD State, Nigeria",Unknown
Suher International,AD,Primary,Private,,,9.26398,12.455246,ADSYLN02,"Suher International, AD State, Nigeria",Unknown
Yola Model Junior Secondary School,AD,Secondary,Private,,,9.191848,12.474618,ADSYLA03,"Yola Model Junior Secondary School, AD State, Nigeria",Unknown
Al Man Academy,AD,Primary,Private,,,9.2678226,12.4573923,ADSYLN02,"Al Man Academy, AD State, Nigeria",Unknown
Mayos Modern College Nursery and Primary School,AD,Primary,Private,,,9.043823,12.061147,ADSMWA08,"Mayos Modern College Nursery and Primary School, AD State, Nigeria",Unknown
Islamic Nursery and Primary School,AD,Primary,Private,,,10.249766,13.0244352,ADSHNG01,"Islamic Nursery and Primary School, AD State, Nigeria",Unknown
